TDAVGW v1.17n, TDIP data processed on 2021/05/18: Majuba
LINE:1N ARRAY:DPDP DIPOLE:300 UNITS:m T=59.412,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438
T1X T2X R1X R2X T1Y T2Y R1Y R2Y PltX PltY Z N Line Vp I TxFreq Sp ARes ARerr IPm IPerr MF QC IP0 IP1 IP2 IP3 IP4 IP5 IP6 IP7 IP8 IP9 IP10 IP11 IP12 PltEast PltNorth PltElev TxEast1 TxNorth1 TxElev1 TxEast2 TxNorth2 TxElev2 RxEast1 RxNorth1 RxElev1 RxEast2 RxNorth2 RxElev2 
4500 4800 5400 5700 0 0 0 0 5100 0 -450 2 3 125.26 4.68 0.125 0 602.45 0.01 16.02 0.01 26.59 1 31.23 22.59 18.21 15.42 13.36 11.88 10.63 9.637 8.802 8.128 7.571 7.05 6.554 378074.1 4502304.525 1612.675 377613.9 4502695.8 1573.4 377844.2 4502496.7 1586.3 378304.5 4502109.9 1668.5 378533.8 4501915.7 1622.5 
4200 4500 5700 6000 0 0 0 0 5100 0 -750 4 3 59.282 11.46 0.125 0 595.18 0.01 15.32 0.01 25.75 1 31.14 21.89 17.51 14.77 12.79 11.36 10.15 9.233 8.502 7.863 7.276 6.719 6.301 378074.1 4502305.075 1593.6 377384.2 4502885.4 1599.6 377613.9 4502695.8 1573.4 378533.8 4501915.7 1622.5 378764.5 4501723.4 1578.9 
3900 4200 6000 6300 0 0 0 0 5100 0 -1050 6 3 20.913 10.95 0.125 0 615.67 0.01 16.55 0.01 26.88 1 35.26 23.92 18.92 15.9 13.83 12.27 10.87 9.919 8.883 8.441 7.754 7.175 6.971 378074.45 4502303.75 1592.475 377159.3 4503079.2 1627.7 377384.2 4502885.4 1599.6 378764.5 4501723.4 1578.9 378989.8 4501527 1563.7 
3600 3900 6300 6600 0 0 0 0 5100 0 -1350 8 3 5.4279 8.475 0.125 0 428.98 0.01 29.76 0.04 69.38 1 64.9 43.71 34.41 28.79 24.77 21.93 19.66 17.73 16.2 14.87 13.42 11.97 11.71 378074 4502303.425 1601.775 376923.1 4503270.1 1677.8 377159.3 4503079.2 1627.7 378989.8 4501527 1563.7 379223.8 4501337.4 1537.9 
4800 5100 5400 5700 0 0 0 0 5250 0 -300 1 3 215.06 2.5 0.125 0 485.05 0.01 13.43 0.01 27.68 1 26.1 18.93 15.31 12.93 11.21 9.931 8.89 8.077 7.343 6.771 6.276 5.854 5.419 378189.825 4502206.85 1631.625 377844.2 4502496.7 1586.3 378076.8 4502305.1 1649.2 378304.5 4502109.9 1668.5 378533.8 4501915.7 1622.5 
4500 4800 5700 6000 0 0 0 0 5250 0 -600 3 3 48.619 4.68 0.125 0 583.94 0.01 16.94 0.02 29.01 1 33.4 24.01 19.27 16.31 14.07 12.57 11.28 10.2 9.317 8.641 8.088 7.561 7.006 378189.1 4502207.9 1590.275 377613.9 4502695.8 1573.4 377844.2 4502496.7 1586.3 378533.8 4501915.7 1622.5 378764.5 4501723.4 1578.9 
4200 4500 6000 6300 0 0 0 0 5250 0 -900 5 3 25.66 11.46 0.125 0 451.89 0.01 14.48 0.01 32.04 1 30.02 20.79 16.54 13.94 12.07 10.75 9.618 8.762 8.104 7.506 6.962 6.403 6.026 378188.1 4502207.9 1578.9 377384.2 4502885.4 1599.6 377613.9 4502695.8 1573.4 378764.5 4501723.4 1578.9 378989.8 4501527 1563.7 
3900 4200 6300 6600 0 0 0 0 5250 0 -1200 7 3 11.713 10.95 0.125 0 512.96 0.01 31.44 0.02 61.29 1 65.56 45.34 36.03 30.26 26.31 23.27 20.67 18.78 16.95 15.86 14.58 13.5 12.96 378189.275 4502207.25 1582.225 377159.3 4503079.2 1627.7 377384.2 4502885.4 1599.6 378989.8 4501527 1563.7 379223.8 4501337.4 1537.9 
4800 5100 5700 6000 0 0 0 0 5400 0 -450 2 3 38.306 2.5 0.125 0 346.03 0.01 16.07 0.02 46.44 1 31.06 22.56 18.3 15.44 13.37 11.92 10.63 9.779 8.799 8.154 7.61 7.211 6.524 378304.825 4502110.225 1609.225 377844.2 4502496.7 1586.3 378076.8 4502305.1 1649.2 378533.8 4501915.7 1622.5 378764.5 4501723.4 1578.9 
4500 4800 6000 6300 0 0 0 0 5400 0 -750 4 3 18.529 4.68 0.125 0 446.21 0.01 18.03 0.03 40.41 1 35.65 25.54 20.44 17.33 14.95 13.45 12.03 10.89 9.989 9.302 8.749 8.226 7.604 378303.1 4502110.725 1575.575 377613.9 4502695.8 1573.4 377844.2 4502496.7 1586.3 378764.5 4501723.4 1578.9 378989.8 4501527 1563.7 
4200 4500 6300 6600 0 0 0 0 5400 0 -1050 6 3 13.512 11.46 0.125 0 377.39 0.01 28.76 0.01 76.21 1 58.91 41.28 32.93 27.77 24.01 21.31 18.98 17.23 15.85 14.63 13.58 12.51 11.77 378302.925 4502111.4 1568.65 377384.2 4502885.4 1599.6 377613.9 4502695.8 1573.4 378989.8 4501527 1563.7 379223.8 4501337.4 1537.9 
4800 5100 6000 6300 0 0 0 0 5550 0 -600 3 3 11.755 2.5 0.125 0 266.3 0.01 19.26 0.03 72.33 1 36.86 26.83 21.85 18.46 15.97 14.33 12.75 11.87 10.6 9.878 9.27 8.928 7.902 378418.825 4502013.05 1594.525 377844.2 4502496.7 1586.3 378076.8 4502305.1 1649.2 378764.5 4501723.4 1578.9 378989.8 4501527 1563.7 
4500 4800 6300 6600 0 0 0 0 5550 0 -900 5 3 8.9957 4.68 0.125 0 375.65 0.01 30.75 0.04 81.86 1 61.15 43.78 35.03 29.74 25.51 22.83 20.47 18.48 16.88 15.66 14.7 13.77 12.72 378417.925 4502014.225 1565.325 377613.9 4502695.8 1573.4 377844.2 4502496.7 1586.3 378989.8 4501527 1563.7 379223.8 4501337.4 1537.9 
4800 5100 6300 6600 0 0 0 0 5700 0 -750 4 3 5.1281 2.5 0.125 0 230.48 0.01 31.84 0.06 138.1 1 61.79 44.7 36.3 30.63 26.4 23.61 20.98 19.48 17.35 16.13 15.16 14.62 12.92 378533.65 4501916.55 1584.275 377844.2 4502496.7 1586.3 378076.8 4502305.1 1649.2 378989.8 4501527 1563.7 379223.8 4501337.4 1537.9 

LINE:5N ARRAY:DPDP DIPOLE:300 UNITS:m T=59.412,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438
T1X T2X R1X R2X T1Y T2Y R1Y R2Y PltX PltY Z N Line Vp I TxFreq Sp ARes ARerr IPm IPerr MF QC IP0 IP1 IP2 IP3 IP4 IP5 IP6 IP7 IP8 IP9 IP10 IP11 IP12 PltEast PltNorth PltElev TxEast1 TxNorth1 TxElev1 TxEast2 TxNorth2 TxElev2 RxEast1 RxNorth1 RxElev1 RxEast2 RxNorth2 RxElev2 
1800 2100 300 600 0 0 0 0 1200 0 -750 4 5 9.4106 2.1 0.125 15.645 503.84 0.06 11.53 0.75 22.89 1 26.45 17.55 12.97 11.04 9.763 8.54 7.382 6.633 5.699 5.809 4.596 4.604 4.552 375305.708 4504095.574 1891.9 375764.467 4503712.126 1877.372 375995.338 4503519.609 2030.344 374616.734 4504671.047 1817.384 374846.295 4504479.514 1842.501 
1800 2100 600 900 0 0 0 0 1350 0 -600 3 5 14.95 2.1 0.125 -10.25 397.77 0.03 13.91 0.35 34.96 1 28.73 19.97 15.57 13.29 11.77 10.54 9.058 8.309 7.413 7.3 6.28 6.026 5.66 375420.849 4503999.692 1908.682 375764.467 4503712.126 1877.372 375995.338 4503519.609 2030.344 374846.295 4504479.514 1842.501 375077.297 4504287.52 1884.513 
2100 2400 300 600 0 0 0 0 1350 0 -900 5 5 5.2474 2.1 0.125 21.6 474.39 0.02 9.22 0.39 19.43 1 24.34 14.81 10.62 9.62 6.179 6.93 6.77 4.155 5.204 3.339 3.08 1.593 1.668 375424.238 4503997.073 1906.198 375995.338 4503519.609 2030.344 376238.584 4503318.122 1934.561 374616.734 4504671.047 1817.384 374846.295 4504479.514 1842.501 
1800 2100 900 1200 0 0 0 0 1500 0 -450 2 5 37.848 2.1 0.125 -12.822 403.54 0.04 14.58 0.17 36.14 1 28.88 20.51 16.47 14.02 12.25 10.79 9.643 8.783 7.771 7.384 6.674 6.293 5.97 375535.995 4503903.731 1904.505 375764.467 4503712.126 1877.372 375995.338 4503519.609 2030.344 375077.297 4504287.52 1884.513 375306.877 4504095.668 1825.79 
2100 2400 600 900 0 0 0 0 1500 0 -750 4 5 7.8714 2.1 0.125 -17.4 405.34 0.08 11.99 0.18 29.59 1 25.47 17.08 13.36 12.15 9.587 8.482 8.285 6.668 7.319 5.783 5.573 4.363 4.112 375539.378 4503901.191 1922.98 375995.338 4503519.609 2030.344 376238.584 4503318.122 1934.561 374846.295 4504479.514 1842.501 375077.297 4504287.52 1884.513 
2400 2700 300 600 0 0 0 0 1500 0 -1050 6 5 6.34 3.6 0.125 18.406 592.55 0.15 15.61 1.38 26.34 1 36.73 23.16 19.15 14.83 12.57 11.1 10.3 8.416 7.98 7.015 7.207 5.261 5.096 375539.916 4503900.9 1848.462 376238.584 4503318.122 1934.561 376458.052 4503134.916 1799.401 374616.734 4504671.047 1817.384 374846.295 4504479.514 1842.501 
1800 2100 1200 1500 0 0 0 0 1650 0 -300 1 5 229.14 2.1 0.125 9 604.14 0.02 18.11 0.05 29.97 1 34.23 25 20.3 17.31 15.15 13.47 12.12 11.04 10.1 9.367 8.677 8.113 7.617 375651.147 4503807.801 1879.29 375764.467 4503712.126 1877.372 375995.338 4503519.609 2030.344 375306.877 4504095.668 1825.79 375537.905 4503903.8 1783.656 
2100 2400 900 1200 0 0 0 0 1650 0 -600 3 5 17.709 2.1 0.125 -41.6 458.78 0.04 11.76 0.09 25.63 1 24.03 17.21 13.38 11.59 9.36 8.543 7.955 6.535 6.356 5.871 5.262 4.707 4.331 375654.524 4503805.23 1918.802 375995.338 4503519.609 2030.344 376238.584 4503318.122 1934.561 375077.297 4504287.52 1884.513 375306.877 4504095.668 1825.79 
2400 2700 600 900 0 0 0 0 1650 0 -900 5 5 8.678 3.6 0.125 -17.75 505.66 0.12 16.52 0.6 32.67 1 36.62 24.61 19.56 16.3 13.54 12.15 11.09 9.563 8.78 7.971 7.166 6.112 5.63 375655.057 4503805.018 1865.244 376238.584 4503318.122 1934.561 376458.052 4503134.916 1799.401 374846.295 4504479.514 1842.501 375077.297 4504287.52 1884.513 
2700 3000 300 600 0 0 0 0 1650 0 -1200 7 5 5.4149 5.2 0.125 13.333 467.66 0.09 19.57 0.86 41.85 1 44.06 29.66 21.4 18.6 16.54 16.36 11.91 13.27 11.13 9.325 10.28 8.786 7.807 375656.554 4503803.549 1797.77 376458.052 4503134.916 1799.401 376705.134 4502928.718 1731.793 374616.734 4504671.047 1817.384 374846.295 4504479.514 1842.501 
2100 2400 1200 1500 0 0 0 0 1800 0 -450 2 5 59.24 2.1 0.125 15.8 613.23 0.03 13.83 0.13 22.55 1 26.93 19.35 15.57 13.36 11.42 10.12 9.258 8.207 7.611 6.906 6.505 5.999 5.602 375769.676 4503709.3 1893.588 375995.338 4503519.609 2030.344 376238.584 4503318.122 1934.561 375306.877 4504095.668 1825.79 375537.905 4503903.8 1783.656 
2400 2700 900 1200 0 0 0 0 1800 0 -750 4 5 18.366 3.6 0.125 -39.5 615.97 0.12 16.76 0.51 27.21 1 35.17 24.32 19.67 16.2 14.03 12.25 10.58 9.375 8.741 7.621 7.025 6.176 6.271 375770.202 4503709.057 1861.066 376238.584 4503318.122 1934.561 376458.052 4503134.916 1799.401 375077.297 4504287.52 1884.513 375306.877 4504095.668 1825.79 
2700 3000 600 900 0 0 0 0 1800 0 -1050 6 5 6.8027 5.2 0.125 -14 390.53 0.04 21.35 0.73 54.68 1 45.25 30.47 23.77 20.63 18.01 16.1 13.84 13.96 12.31 10.48 9.757 9.402 8.005 375771.694 4503707.667 1814.552 376458.052 4503134.916 1799.401 376705.134 4502928.718 1731.793 374846.295 4504479.514 1842.501 375077.297 4504287.52 1884.513 
3000 3300 300 600 0 0 0 0 1800 0 -1350 8 5 6.0394 6.1 0.125 10.983 731.41 0.15 11.73 0.3 16.03 1 32.48 19.61 14.74 11.71 9.021 7.873 7.13 6.885 4.874 4.622 3.883 5.524 4.812 375772.223 4503707.356 1762.81 376705.134 4502928.718 1731.793 376920.728 4502750.144 1659.562 374616.734 4504671.047 1817.384 374846.295 4504479.514 1842.501 
2100 2400 1500 1800 0 0 0 0 1950 0 -300 1 5 248.61 2.1 0.125 9 660.91 0.03 14.72 0.01 22.28 1 28.64 20.65 16.68 14.15 12.26 10.91 9.801 8.867 8.13 7.491 6.941 6.446 6.031 375884.073 4503613.414 1906.483 375995.338 4503519.609 2030.344 376238.584 4503318.122 1934.561 375537.905 4503903.8 1783.656 375764.467 4503712.126 1877.372 
2400 2700 1200 1500 0 0 0 0 1950 0 -600 3 5 53.469 3.6 0.125 17.25 897.69 0.08 16.76 0.16 18.67 1 32.99 23.56 18.99 16.17 13.98 12.44 11.09 10.15 9.374 8.612 8.067 7.284 6.816 375885.354 4503613.127 1835.852 376238.584 4503318.122 1934.561 376458.052 4503134.916 1799.401 375306.877 4504095.668 1825.79 375537.905 4503903.8 1783.656 
2700 3000 900 1200 0 0 0 0 1950 0 -900 5 5 13.224 5.2 0.125 -35.667 477.47 0.02 20.43 0.56 42.78 1 41.54 28.85 22.67 19.06 16.8 16.08 13.52 13.33 11.82 10.8 10.26 9.332 8.782 375886.84 4503611.706 1810.374 376458.052 4503134.916 1799.401 376705.134 4502928.718 1731.793 375077.297 4504287.52 1884.513 375306.877 4504095.668 1825.79 
3000 3300 600 900 0 0 0 0 1950 0 -1200 7 5 7.4409 6.1 0.125 -16.949 629.12 0.09 12.35 0.28 19.63 1 29.92 18.24 13.65 11.98 11.02 8.6 7.724 7.525 6.468 5.753 5.265 5.029 4.714 375887.363 4503611.474 1779.592 376705.134 4502928.718 1731.793 376920.728 4502750.144 1659.562 374846.295 4504479.514 1842.501 375077.297 4504287.52 1884.513 
3300 3600 300 600 0 0 0 0 1950 0 -1500 9 5 10.92 10 0.125 19.833 1032.8 0.17 11.49 0.25 11.13 1 38.02 20.91 15 11.39 9.757 8.074 7.287 6.458 5.257 4.632 4.169 3.612 3.492 375883.104 4503615.271 1731.091 376920.728 4502750.144 1659.562 377148.66 4502560.379 1604.915 374616.734 4504671.047 1817.384 374846.295 4504479.514 1842.501 
2400 2700 1500 1800 0 0 0 0 2100 0 -450 2 5 136.54 3.6 0.125 16.5 942.41 0.03 18.72 0.05 19.87 1 36.21 26.16 21.18 17.99 15.65 13.89 12.44 11.31 10.38 9.548 8.894 8.243 7.711 375999.752 4503517.241 1848.747 376238.584 4503318.122 1934.561 376458.052 4503134.916 1799.401 375537.905 4503903.8 1783.656 375764.467 4503712.126 1877.372 
2700 3000 1200 1500 0 0 0 0 2100 0 -750 4 5 32.094 5.2 0.125 17 661.63 0.02 18.58 0.26 28.08 1 36.76 26.15 21.12 17.85 15.57 14.02 12.13 11.4 10.27 9.199 8.592 7.981 7.447 376001.992 4503515.776 1785.16 376458.052 4503134.916 1799.401 376705.134 4502928.718 1731.793 375306.877 4504095.668 1825.79 375537.905 4503903.8 1783.656 
3000 3300 900 1200 0 0 0 0 2100 0 -1050 6 5 13.089 6.1 0.125 -28.806 742.68 0.1 9.51 0.39 12.81 1 23.84 14.82 11.72 9.405 7.535 6.615 6.671 5.518 5.048 4.492 3.958 4.5 3.303 376002.509 4503515.513 1775.414 376705.134 4502928.718 1731.793 376920.728 4502750.144 1659.562 375077.297 4504287.52 1884.513 375306.877 4504095.668 1825.79 
3300 3600 600 900 0 0 0 0 2100 0 -1350 8 5 13.01 10 0.125 -51.667 890.84 0.19 12.27 0.16 13.78 1 34.91 20.47 15.25 12.38 10.33 8.879 7.99 7.266 6.101 5.621 5.178 4.775 4.213 375998.245 4503519.389 1747.873 376920.728 4502750.144 1659.562 377148.66 4502560.379 1604.915 374846.295 4504479.514 1842.501 375077.297 4504287.52 1884.513 
2400 2700 1800 2100 0 0 0 0 2250 0 -300 1 5 1511.3 3.6 0.125 3.5 2663.8 0.03 13.09 0.01 4.915 1 25.91 18.55 14.93 12.6 10.94 9.681 8.686 7.871 7.201 6.631 6.145 5.715 5.347 376114.11 4503421.193 1910.419 376238.584 4503318.122 1934.561 376458.052 4503134.916 1799.401 375764.467 4503712.126 1877.372 375995.338 4503519.609 2030.344 
2700 3000 1500 1800 0 0 0 0 2250 0 -600 3 5 55.127 5.2 0.125 31.178 579.84 0.01 22.3 0.1 38.46 1 43.26 31.17 25.24 21.38 18.64 16.61 14.83 13.7 12.44 11.39 10.64 9.862 9.215 376116.389 4503419.89 1798.055 376458.052 4503134.916 1799.401 376705.134 4502928.718 1731.793 375537.905 4503903.8 1783.656 375764.467 4503712.126 1877.372 
3000 3300 1200 1500 0 0 0 0 2250 0 -900 5 5 23.092 6.1 0.125 55.04 818.72 0.05 7.26 0.14 8.868 1 17.38 10.98 8.411 7.101 6.033 5.017 4.48 3.9 3.522 3.202 3.152 3.196 2.784 376117.661 4503419.583 1750.2 376705.134 4502928.718 1731.793 376920.728 4502750.144 1659.562 375306.877 4504095.668 1825.79 375537.905 4503903.8 1783.656 
3300 3600 900 1200 0 0 0 0 2250 0 -1200 7 5 22.375 10 0.125 -74.5 1077 0.13 11.14 0.14 10.35 1 30.17 18.22 13.74 10.83 9.352 8.153 7.251 6.289 5.568 5.101 4.61 4.363 3.975 376113.39 4503423.428 1743.695 376920.728 4502750.144 1659.562 377148.66 4502560.379 1604.915 375077.297 4504287.52 1884.513 375306.877 4504095.668 1825.79 
2700 3000 1800 2100 0 0 0 0 2400 0 -450 2 5 286.93 5.2 0.125 8 1204.9 0.01 28.73 0.02 23.84 1 54.9 39.92 32.39 27.51 24 21.35 19.18 17.48 16.01 14.76 13.72 12.79 11.98 376230.748 4503323.842 1859.727 376458.052 4503134.916 1799.401 376705.134 4502928.718 1731.793 375764.467 4503712.126 1877.372 375995.338 4503519.609 2030.344 
3000 3300 1500 1800 0 0 0 0 2400 0 -750 4 5 25.734 6.1 0.125 120.2 531.94 0.02 7.43 0.06 13.98 1 16.91 11.08 8.588 7.283 6.142 5.274 4.78 4.314 3.886 3.486 3.168 3.164 2.928 376232.058 4503323.697 1763.096 376705.134 4502928.718 1731.793 376920.728 4502750.144 1659.562 375537.905 4503903.8 1783.656 375764.467 4503712.126 1877.372 
3300 3600 1200 1500 0 0 0 0 2400 0 -1050 6 5 37.062 10 0.125 104 1185 0.22 8.15 0.1 6.879 1 22.06 13.2 9.996 7.929 6.815 5.923 5.334 4.726 4.065 3.611 3.42 3.15 2.867 376228.542 4503327.498 1718.481 376920.728 4502750.144 1659.562 377148.66 4502560.379 1604.915 375306.877 4504095.668 1825.79 375537.905 4503903.8 1783.656 
2700 3000 2100 2400 0 0 0 0 2550 0 -300 1 5 815.41 5.2 0.125 0 773.8 0.01 28.89 0.01 37.34 1 54.7 39.95 32.5 27.65 24.15 21.48 19.33 17.61 16.15 14.91 13.86 12.93 12.11 376349.277 4503225.341 1874.025 376458.052 4503134.916 1799.401 376705.134 4502928.718 1731.793 375995.338 4503519.609 2030.344 376238.584 4503318.122 1934.561 
1800 2100 3000 3300 0 0 0 0 2550 0 -600 3 5 26.619 2.1 0.125 2 797.85 0.09 12.02 0.19 15.06 1 24.79 17.29 13.89 11.63 10.2 8.667 8.145 7.161 6.64 6.142 5.625 5.212 4.913 376346.417 4503227.649 1824.768 375764.467 4503712.126 1877.372 375995.338 4503519.609 2030.344 376705.134 4502928.718 1731.793 376920.728 4502750.144 1659.562 
3000 3300 1800 2100 0 0 0 0 2550 0 -600 3 5 77.843 6.1 0.125 30.667 803.24 0.01 12.11 0.01 15.08 1 24.48 17.25 13.82 11.69 10.09 8.871 7.988 7.236 6.591 6.062 5.63 5.264 4.873 376346.417 4503227.649 1824.768 376705.134 4502928.718 1731.793 376920.728 4502750.144 1659.562 375764.467 4503712.126 1877.372 375995.338 4503519.609 2030.344 
3300 3600 1500 1800 0 0 0 0 2550 0 -900 5 5 35.805 10 0.125 234.167 726.06 0.22 7.71 0.08 10.61 1 19.73 12.27 9.374 7.529 6.449 5.624 4.973 4.427 3.9 3.549 3.269 2.936 2.751 376342.94 4503231.612 1731.376 376920.728 4502750.144 1659.562 377148.66 4502560.379 1604.915 375537.905 4503903.8 1783.656 375764.467 4503712.126 1877.372 
2100 2400 3000 3300 0 0 0 0 2700 0 -450 2 5 46.847 2.1 0.125 3.167 524.76 0.02 15.08 0.14 28.73 1 29.43 21.16 17.14 14.54 12.63 11.25 10 9.237 8.418 7.796 7.246 6.608 6.217 376464.946 4503129.148 1839.065 375995.338 4503519.609 2030.344 376238.584 4503318.122 1934.561 376705.134 4502928.718 1731.793 376920.728 4502750.144 1659.562 
3000 3300 2100 2400 0 0 0 0 2700 0 -450 2 5 139.87 6.1 0.125 0 539.38 0.01 15.07 0.04 27.93 1 29.29 21.12 17.07 14.46 12.6 11.1 10.03 9.131 8.371 7.712 7.136 6.719 6.224 376464.946 4503129.148 1839.065 376705.134 4502928.718 1731.793 376920.728 4502750.144 1659.562 375995.338 4503519.609 2030.344 376238.584 4503318.122 1934.561 
1800 2100 3300 3600 0 0 0 0 2700 0 -750 4 5 17.224 2.1 0.125 10.802 940.82 0.39 11.4 0.11 12.11 1 24.67 17.22 13.37 11.15 9.398 8.119 7.75 6.371 5.925 5.399 5.087 4.905 4.319 376457.298 4503135.564 1793.048 375764.467 4503712.126 1877.372 375995.338 4503519.609 2030.344 376920.728 4502750.144 1659.562 377148.66 4502560.379 1604.915 
3300 3600 1800 2100 0 0 0 0 2700 0 -750 4 5 82.824 10 0.125 76.5 950.04 0.38 11.54 0.03 12.15 1 24.67 16.91 13.4 11.14 9.647 8.493 7.636 6.922 6.241 5.712 5.28 4.917 4.576 376457.298 4503135.564 1793.048 376920.728 4502750.144 1659.562 377148.66 4502560.379 1604.915 375764.467 4503712.126 1877.372 375995.338 4503519.609 2030.344 
2400 2700 3000 3300 0 0 0 0 2850 0 -300 1 5 207.17 3.65 0.125 2 384.88 0.01 20.52 0.02 53.33 1 39.2 28.5 23.11 19.65 17.18 15.23 13.72 12.45 11.41 10.56 9.805 9.128 8.531 376580.625 4503032.975 1781.329 376238.584 4503318.122 1934.561 376458.052 4503134.916 1799.401 376705.134 4502928.718 1731.793 376920.728 4502750.144 1659.562 
2100 2400 3300 3600 0 0 0 0 2850 0 -600 3 5 24.276 2.1 0.125 2.306 616.25 0.01 14.1 0.24 22.87 1 28.4 20.15 16.17 13.53 11.78 10.59 9.159 8.589 7.471 7.027 6.791 5.993 5.431 376575.827 4503037.063 1807.346 375995.338 4503519.609 2030.344 376238.584 4503318.122 1934.561 376920.728 4502750.144 1659.562 377148.66 4502560.379 1604.915 
3300 3600 2100 2400 0 0 0 0 2850 0 -600 3 5 118.98 10 0.125 4.5 634.26 0.45 14.21 0.01 22.4 1 28.6 20.24 16.26 13.68 11.9 10.5 9.467 8.605 7.832 7.218 6.68 6.199 5.806 376575.827 4503037.063 1807.346 376920.728 4502750.144 1659.562 377148.66 4502560.379 1604.915 375995.338 4503519.609 2030.344 376238.584 4503318.122 1934.561 
1800 2100 3600 3900 0 0 0 0 2850 0 -900 5 5 7.7198 2.1 0.125 -30.091 716.99 0.13 9.76 0.09 13.61 1 23.36 15.54 11.61 9.452 8.142 6.415 6.529 5.042 4.361 4.361 4.509 3.038 3.656 376572.979 4503039.379 1773.738 375764.467 4503712.126 1877.372 375995.338 4503519.609 2030.344 377148.66 4502560.379 1604.915 377383.451 4502365.401 1582.322 
2400 2700 3300 3600 0 0 0 0 3000 0 -450 2 5 72.073 3.65 0.125 2 465.57 0.01 20.07 0.04 43.1 1 38.66 27.93 22.6 19.23 16.93 14.81 13.4 12.08 11.13 10.37 9.613 8.787 8.263 376691.506 4502940.89 1749.61 376238.584 4503318.122 1934.561 376458.052 4503134.916 1799.401 376920.728 4502750.144 1659.562 377148.66 4502560.379 1604.915 
2100 2400 3600 3900 0 0 0 0 3000 0 -750 4 5 9.8365 2.1 0.125 -36.333 487.82 0.02 11.84 0.45 24.27 1 26.07 17.53 14.02 11.65 9.934 8.899 7.341 7.365 6.226 5.724 5.58 4.601 4.322 376691.508 4502940.878 1788.036 375995.338 4503519.609 2030.344 376238.584 4503318.122 1934.561 377148.66 4502560.379 1604.915 377383.451 4502365.401 1582.322 
1800 2100 3900 4200 0 0 0 0 3000 0 -1050 6 5 4.9784 2.1 0.125 80.753 760.31 0.45 14.78 0.18 19.44 1 34.21 22.38 17.52 14.57 12.33 10.32 10.17 7.268 7.137 6.796 6.94 5.858 5.29 376688.897 4502943.11 1772.091 375764.467 4503712.126 1877.372 375995.338 4503519.609 2030.344 377383.451 4502365.401 1582.322 377612.331 4502175.304 1598.326 
2700 3000 3300 3600 0 0 0 0 3150 0 -300 1 5 287.17 5.2 0.125 1 269.2 0.01 13.99 0.01 51.98 1 27.58 19.79 15.96 13.45 11.7 10.37 9.262 8.416 7.684 7.042 6.581 6.121 5.673 376808.143 4502843.539 1698.918 376458.052 4503134.916 1799.401 376705.134 4502928.718 1731.793 376920.728 4502750.144 1659.562 377148.66 4502560.379 1604.915 
2400 2700 3600 3900 0 0 0 0 3150 0 -600 3 5 25.26 3.65 0.125 -9 398.03 0.03 18.08 0.07 45.43 1 35.97 25.55 20.56 17.35 15.25 13.24 12.04 10.69 9.899 9.368 8.714 7.726 7.233 376807.187 4502844.704 1730.3 376238.584 4503318.122 1934.561 376458.052 4503134.916 1799.401 377148.66 4502560.379 1604.915 377383.451 4502365.401 1582.322 
2100 2400 3900 4200 0 0 0 0 3150 0 -900 5 5 5.8342 2.1 0.125 29.75 522.44 0.11 15.78 0.68 30.21 1 35.13 23.43 18.85 15.49 13.28 11.9 9.719 9.794 7.973 7.466 7.47 5.989 5.349 376807.426 4502844.609 1786.388 375995.338 4503519.609 2030.344 376238.584 4503318.122 1934.561 377383.451 4502365.401 1582.322 377612.331 4502175.304 1598.326 
1800 2100 4200 4500 0 0 0 0 3150 0 -1200 7 5 2.2409 2.1 0.125 -96.125 505.62 0.35 15.6 0.46 30.86 1 39.63 25.18 19.38 15.63 13.05 10.32 10.79 7.997 6.799 7.012 6.971 5.439 5.237 376803.982 4502847.247 1789.595 375764.467 4503712.126 1877.372 375995.338 4503519.609 2030.344 377612.331 4502175.304 1598.326 377843.791 4501981.951 1652.34 
2700 3000 3600 3900 0 0 0 0 3300 0 -450 2 5 64.149 5.2 0.125 -10 243.67 0.01 15.16 0.04 62.23 1 30.25 21.49 17.34 14.58 12.64 11.26 9.997 9.107 8.256 7.577 7.21 6.669 6.111 376923.824 4502747.353 1679.608 376458.052 4503134.916 1799.401 376705.134 4502928.718 1731.793 377148.66 4502560.379 1604.915 377383.451 4502365.401 1582.322 
2400 2700 3900 4200 0 0 0 0 3300 0 -750 4 5 14.132 3.65 0.125 27 459.85 0.04 22.24 0.06 48.36 1 45.11 31.74 25.41 21.47 18.61 16.24 14.72 12.72 12.09 11.49 10.7 9.326 8.519 376923.104 4502748.436 1728.653 376238.584 4503318.122 1934.561 376458.052 4503134.916 1799.401 377383.451 4502365.401 1582.322 377612.331 4502175.304 1598.326 
2100 2400 4200 4500 0 0 0 0 3300 0 -1050 6 5 2.5493 2.1 0.125 -42.4 360.48 0.17 18.48 1.48 51.27 1 40.82 27.86 21.67 18.16 15.58 13.99 11.47 12.67 9.114 8.898 9.48 6.906 6.974 376922.511 4502748.746 1803.893 375995.338 4503519.609 2030.344 376238.584 4503318.122 1934.561 377612.331 4502175.304 1598.326 377843.791 4501981.951 1652.34 
